sortNumber;code;officialTitle;mediumTitle;shortTitle
456;SK0225505129;Male Krstenany;Male Krstenany;Male Krstenany
457;SK0225505170;Nadlice;Nadlice;Nadlice
458;SK0225505196;Nedanovce;Nedanovce;Nedanovce
459;SK0225505307;Ostratice;Ostratice;Ostratice
460;SK0225505315;Partizanske;Partizanske;Partizanske
461;SK0225505323;Pazit;Pazit;Pazit
462;SK0225505463;Skacany;Skacany;Skacany
463;SK0225505706;Velke Krstenany;Velke Krstenany;Velke Krstenany
464;SK0225505722;Velke Uherce;Velke Uherce;Velke Uherce
465;SK0225505731;Velky Kliz;Velky Kliz;Velky Kliz
466;SK0225505803;Zabokreky nad Nitrou;Zabokreky nad Nitrou;Zabokreky nad Nitrou
467;SK0225542733;Bosany;Bosany;Bosany
468;SK0225542962;Hradiste;Hradiste;Hradiste
469;SK0225543004;Chynorany;Chynorany;Chynorany
470;SK0225543047;Klatova Nova Ves;Klatova Nova Ves;Klatova Nova Ves
471;SK0225543055;Kolacno;Kolacno;Kolacno
472;SK0225556173;Livina;Livina;Livina
473;SK0225556190;Livinske Opatovce;Livinske Opatovce;Livinske Opatovce
474;SK0225556246;Krasno;Krasno;Krasno
475;SK0225556271;Turcianky;Turcianky;Turcianky
476;SK0225556416;Jeskova Ves;Jeskova Ves;Jeskova Ves
477;SK0225580449;Brodzany;Brodzany;Brodzany
478;SK0225580953;Male Uherce;Male Uherce;Male Uherce
479;SK0226512842;Povazska Bystrica;Povazska Bystrica;Povazska Bystrica
480;SK0226512915;Brvniste;Brvniste;Brvniste
481;SK0226512966;Dolna Marikova;Dolna Marikova;Dolna Marikova
482;SK0226513008;Domaniza;Domaniza;Domaniza
483;SK0226513083;Horna Marikova;Horna Marikova;Horna Marikova
484;SK0226513172;Jasenica;Jasenica;Jasenica
485;SK0226513245;Kostolec;Kostolec;Kostolec
486;SK0226513466;Papradno;Papradno;Papradno
487;SK0226513474;Plevnik-Drienove;Plevnik-Drienove;Plevnik-Drienove
488;SK0226513563;Precin;Precin;Precin
489;SK0226513601;Pruzina;Pruzina;Pruzina
490;SK0226513687;Stupne;Stupne;Stupne
491;SK0226513741;Udica;Udica;Udica
492;SK0226513784;Vrchtepla;Vrchtepla;Vrchtepla
493;SK0226513822;Zaskalie;Zaskalie;Zaskalie
494;SK0226518913;Sverepec;Sverepec;Sverepec
495;SK0226546640;Dolny Lieskov;Dolny Lieskov;Dolny Lieskov
496;SK0226557480;Slopna;Slopna;Slopna
497;SK0226557510;Hatne;Hatne;Hatne
498;SK0226557552;Kliestina;Kliestina;Kliestina
499;SK0226557561;Celkova Lehota;Celkova Lehota;Celkova Lehota
500;SK0226557579;Male Lednice;Male Lednice;Male Lednice
501;SK0226557595;Sadocne;Sadocne;Sadocne
502;SK0226557609;Durdove;Durdove;Durdove
503;SK0226557633;Bodina;Bodina;Bodina
504;SK0226558222;Pocarova;Pocarova;Pocarova
505;SK0226580856;Horny Lieskov;Horny Lieskov;Horny Lieskov
506;SK0226580864;Podskalie;Podskalie;Podskalie
507;SK0227513881;Prievidza;Prievidza;Prievidza
508;SK0227513903;Bojnice;Bojnice;Bojnice
509;SK0227513911;Bystricany;Bystricany;Bystricany
510;SK0227513920;Cigel;Cigel;Cigel
511;SK0227513938;Cavoj;Cavoj;Cavoj
512;SK0227513946;Cerenany;Cerenany;Cerenany
513;SK0227513954;Diviacka Nova Ves;Diviacka Nova Ves;Diviacka Nova Ves
514;SK0227513962;Diviaky nad Nitricou;Diviaky nad Nitricou;Diviaky nad Nitricou
515;SK0227513971;Dlzin;Dlzin;Dlzin
516;SK0227513989;Dolne Vestenice;Dolne Vestenice;Dolne Vestenice
517;SK0227513997;Handlova;Handlova;Handlova
518;SK0227514004;Horna Ves;Horna Ves;Horna Ves
519;SK0227514012;Horne Vestenice;Horne Vestenice;Horne Vestenice
520;SK0227514021;Chrenovec-Brusno;Chrenovec-Brusno;Chrenovec-Brusno
521;SK0227514039;Chvojnica;Chvojnica;Chvojnica
522;SK0227514063;Kamenec pod Vtacnikom;Kamenec pod Vtacnikom;Kamenec pod Vtacnikom
523;SK0227514071;Kanianka;Kanianka;Kanianka
524;SK0227514080;Klacno;Klacno;Klacno
525;SK0227514098;Kocurany;Kocurany;Kocurany
526;SK0227514101;Kostolna Ves;Kostolna Ves;Kostolna Ves
527;SK0227514110;Kos;Kos;Kos
528;SK0227514128;Lazany;Lazany;Lazany
529;SK0227514136;Lehota pod Vtacnikom;Lehota pod Vtacnikom;Lehota pod Vtacnikom
530;SK0227514144;Liestany;Liestany;Liestany
531;SK0227514179;Mala Causa;Mala Causa;Mala Causa
532;SK0227514187;Malinova;Malinova;Malinova
533;SK0227514209;Nedozery-Brezany;Nedozery-Brezany;Nedozery-Brezany
534;SK0227514217;Nevidzany;Nevidzany;Nevidzany
535;SK0227514225;Nitrianske Pravno;Nitrianske Pravno;Nitrianske Pravno
536;SK0227514233;Nitrianske Rudno;Nitrianske Rudno;Nitrianske Rudno
537;SK0227514241;Nitrianske Sucany;Nitrianske Sucany;Nitrianske Sucany
538;SK0227514250;Nitrica;Nitrica;Nitrica
539;SK0227514268;Novaky;Novaky;Novaky
540;SK0227514284;Opatovce nad Nitrou;Opatovce nad Nitrou;Opatovce nad Nitrou
541;SK0227514292;Oslany;Oslany;Oslany
542;SK0227514306;Podhradie;Podhradie;Podhradie
543;SK0227514314;Poluvsie;Poluvsie;Poluvsie
544;SK0227514322;Poruba;Poruba;Poruba
545;SK0227514331;Pravenec;Pravenec;Pravenec
546;SK0227514349;Radobica;Radobica;Radobica
547;SK0227514357;Raztocno;Raztocno;Raztocno
548;SK0227514365;Rudnianska Lehota;Rudnianska Lehota;Rudnianska Lehota
549;SK0227514373;Sebedrazie;Sebedrazie;Sebedrazie
550;SK0227514381;Sec;Sec;Sec
551;SK0227514390;Sutovce;Sutovce;Sutovce
552;SK0227514403;Temes;Temes;Temes
553;SK0227514411;Tuzina;Tuzina;Tuzina
554;SK0227514420;Valaska Bela;Valaska Bela;Valaska Bela
555;SK0227514438;Velka Causa;Velka Causa;Velka Causa
556;SK0227514454;Zemianske Kostolany;Zemianske Kostolany;Zemianske Kostolany
557;SK0227557706;Lipnik;Lipnik;Lipnik
558;SK0227557714;Jalovec;Jalovec;Jalovec
559;SK0228500348;Zubak;Zubak;Zubak
560;SK0228512851;Belusa;Belusa;Belusa
561;SK0228512940;Dohnany;Dohnany;Dohnany
562;SK0228512958;Dolna Breznica;Dolna Breznica;Dolna Breznica
563;SK0228513121;Horovce;Horovce;Horovce
564;SK0228513300;Lazy pod Makytou;Lazy pod Makytou;Lazy pod Makytou
565;SK0228513318;Lednica;Lednica;Lednica
566;SK0228513326;Lednicke Rovne;Lednicke Rovne;Lednicke Rovne
567;SK0228513334;Luky;Luky;Luky
568;SK0228513342;Lysa pod Makytou;Lysa pod Makytou;Lysa pod Makytou
569;SK0228513377;Mestecko;Mestecko;Mestecko
570;SK0228513407;Mojtin;Mojtin;Mojtin
571;SK0228513610;Puchov;Puchov;Puchov
572;SK0228513776;Visolaje;Visolaje;Visolaje
573;SK0228513814;Zariecie;Zariecie;Zariecie
574;SK0228557439;Dolne Kockovce;Dolne Kockovce;Dolne Kockovce
575;SK0228557447;Nimnica;Nimnica;Nimnica
576;SK0228557471;Strezenice;Strezenice;Strezenice
577;SK0228557498;Vydrna;Vydrna;Vydrna
578;SK0228557501;Kvasov;Kvasov;Kvasov
579;SK0228557692;Horna Breznica;Horna Breznica;Horna Breznica
580;SK0229505820;Trencin;Trencin;Trencin
581;SK0229505838;Adamovske Kochanovce;Adamovske Kochanovce;Adamovske Kochanovce
582;SK0229505854;Bobot;Bobot;Bobot
583;SK0229505935;Dolna Poruba;Dolna Poruba;Dolna Poruba
584;SK0229505943;Dolna Suca;Dolna Suca;Dolna Suca
585;SK0229505960;Drietoma;Drietoma;Drietoma
586;SK0229505978;Dubodiel;Dubodiel;Dubodiel
587;SK0229506010;Horna Suca;Horna Suca;Horna Suca
588;SK0229506028;Hornany;Hornany;Hornany
589;SK0229506036;Horne Srnie;Horne Srnie;Horne Srnie
590;SK0229506044;Hrabovka;Hrabovka;Hrabovka
591;SK0229506087;Chocholna-Velcice;Chocholna-Velcice;Chocholna-Velcice
592;SK0229506095;Ivanovce;Ivanovce;Ivanovce
593;SK0229506133;Kostolna-Zariecie;Kostolna-Zariecie;Kostolna-Zariecie
594;SK0229506168;Krivosud-Bodovka;Krivosud-Bodovka;Krivosud-Bodovka
595;SK0229506231;Mnichova Lehota;Mnichova Lehota;Mnichova Lehota
596;SK0229506273;Motesice;Motesice;Motesice
597;SK0229506281;Nemsova;Nemsova;Nemsova
598;SK0229506290;Neporadza;Neporadza;Neporadza
599;SK0229506354;Omsenie;Omsenie;Omsenie
600;SK0229506371;Opatovce;Opatovce;Opatovce
601;SK0229506478;Selec;Selec;Selec
602;SK0229506508;Soblahov;Soblahov;Soblahov
603;SK0229506532;Svinna;Svinna;Svinna
604;SK0229506541;Stvrtok;Stvrtok;Stvrtok
605;SK0229506559;Trencianska Tepla;Trencianska Tepla;Trencianska Tepla
606;SK0229506567;Trencianska Turna;Trencianska Turna;Trencianska Turna
607;SK0229506591;Trencianske Jastrabie;Trencianske Jastrabie;Trencianske Jastrabie
608;SK0229506605;Trencianske Mitice;Trencianske Mitice;Trencianske Mitice
609;SK0229506613;Trencianske Teplice;Trencianske Teplice;Trencianske Teplice
610;SK0229506648;Velka Hradna;Velka Hradna;Velka Hradna
611;SK0229506656;Velke Bierovce;Velke Bierovce;Velke Bierovce
612;SK0229545686;Melcice-Lieskove;Melcice-Lieskove;Melcice-Lieskove
613;SK0229545741;Trencianske Stankovce;Trencianske Stankovce;Trencianske Stankovce
614;SK0229546682;Skalka nad Vahom;Skalka nad Vahom;Skalka nad Vahom
615;SK0229556475;Zamarovce;Zamarovce;Zamarovce
616;SK0229581348;Petrova Lehota;Petrova Lehota;Petrova Lehota
617;SK0231501026;Komarno;Komarno;Komarno
618;SK0231501034;Bajc;Bajc;Bajc
619;SK0231501042;Bodza;Bodza;Bodza
620;SK0231501069;Brestovec;Brestovec;Brestovec
621;SK0231501077;Buc;Buc;Buc
622;SK0231501085;Calovec;Calovec;Calovec
623;SK0231501093;Cicov;Cicov;Cicov
624;SK0231501107;Dedina Mladeze;Dedina Mladeze;Dedina Mladeze
625;SK0231501115;Svaty Peter;Svaty Peter;Svaty Peter
626;SK0231501123;Dulovce;Dulovce;Dulovce
627;SK0231501140;Hurbanovo;Hurbanovo;Hurbanovo
628;SK0231501158;Chotin;Chotin;Chotin
629;SK0231501166;Imel;Imel;Imel
630;SK0231501174;Iza;Iza;Iza
631;SK0231501182;Kamenicna;Kamenicna;Kamenicna
632;SK0231501191;Klizska Nema;Klizska Nema;Klizska Nema
633;SK0231501204;Kolarovo;Kolarovo;Kolarovo
634;SK0231501212;Kravany nad Dunajom;Kravany nad Dunajom;Kravany nad Dunajom
635;SK0231501221;Lipove;Lipove;Lipove
636;SK0231501239;Marcelova;Marcelova;Marcelova
637;SK0231501247;Martovce;Martovce;Martovce
638;SK0231501255;Moca;Moca;Moca
639;SK0231501263;Modrany;Modrany;Modrany
640;SK0231501271;Mudronovo;Mudronovo;Mudronovo
641;SK0231501280;Nesvady;Nesvady;Nesvady
642;SK0231501301;Okolicna na Ostrove;Okolicna na Ostrove;Okolicna na Ostrove
643;SK0231501310;Patince;Patince;Patince
644;SK0231501328;Pribeta;Pribeta;Pribeta
645;SK0231501336;Radvan nad Dunajom;Radvan nad Dunajom;Radvan nad Dunajom
646;SK0231501344;Sokolce;Sokolce;Sokolce
647;SK0231501352;Srobarova;Srobarova;Srobarova
648;SK0231501361;Ton;Ton;Ton
649;SK0231501379;Travnik;Travnik;Travnik
650;SK0231501387;Velke Kosihy;Velke Kosihy;Velke Kosihy
651;SK0231501395;Batorove Kosihy;Batorove Kosihy;Batorove Kosihy
652;SK0231501409;Vrbova nad Vahom;Vrbova nad Vahom;Vrbova nad Vahom
653;SK0231501417;Zemianska Olca;Zemianska Olca;Zemianska Olca
654;SK0231501425;Zlatna na Ostrove;Zlatna na Ostrove;Zlatna na Ostrove
655;SK0231555819;Bodzianske Luky;Bodzianske Luky;Bodzianske Luky
656;SK0231555827;Virt;Virt;Virt
657;SK0231580911;Holiare;Holiare;Holiare
658;SK0232502031;Levice;Levice;Levice
659;SK0232502049;Bajka;Bajka;Bajka
660;SK0232502057;Batovce;Batovce;Batovce
661;SK0232502065;Besa;Besa;Besa
662;SK0232502073;Bielovce;Bielovce;Bielovce
663;SK0232502090;Bory;Bory;Bory
664;SK0232502103;Brhlovce;Brhlovce;Brhlovce
665;SK0232502111;Cajkov;Cajkov;Cajkov
666;SK0232502120;Caka;Caka;Caka
667;SK0232502154;Demandice;Demandice;Demandice
668;SK0232502162;Devicany;Devicany;Devicany
669;SK0232502171;Dolna Sec;Dolna Sec;Dolna Sec
670;SK0232502189;Dolne Semerovce;Dolne Semerovce;Dolne Semerovce
671;SK0232502197;Dolny Pial;Dolny Pial;Dolny Pial
672;SK0232502201;Domadice;Domadice;Domadice
673;SK0232502219;Drzenice;Drzenice;Drzenice
674;SK0232502227;Farna;Farna;Farna
675;SK0232502243;Hokovce;Hokovce;Hokovce
676;SK0232502251;Hontianska Vrbica;Hontianska Vrbica;Hontianska Vrbica
677;SK0232502260;Horna Sec;Horna Sec;Horna Sec
678;SK0232502278;Horne Semerovce;Horne Semerovce;Horne Semerovce
679;SK0232502286;Horne Turovce;Horne Turovce;Horne Turovce
680;SK0232502294;Horny Pial;Horny Pial;Horny Pial
681;SK0232502324;Hronovce;Hronovce;Hronovce
682;SK0232502332;Hronske Klacany;Hronske Klacany;Hronske Klacany
683;SK0232502341;Hronske Kosihy;Hronske Kosihy;Hronske Kosihy
684;SK0232502359;Ina;Ina;Ina
685;SK0232502367;Ipelske Ulany;Ipelske Ulany;Ipelske Ulany
686;SK0232502375;Ipelsky Sokolec;Ipelsky Sokolec;Ipelsky Sokolec
687;SK0232502383;Jablonovce;Jablonovce;Jablonovce
688;SK0232502391;Jur nad Hronom;Jur nad Hronom;Jur nad Hronom
689;SK0232502413;Kalna nad Hronom;Kalna nad Hronom;Kalna nad Hronom
690;SK0232502421;Kozarovce;Kozarovce;Kozarovce
691;SK0232502430;Krskany;Krskany;Krskany
692;SK0232502448;Kubanovo;Kubanovo;Kubanovo
693;SK0232502456;Kukucinov;Kukucinov;Kukucinov
694;SK0232502464;Kuralany;Kuralany;Kuralany
695;SK0232502472;Ket;Ket;Ket
696;SK0232502481;Lok;Lok;Lok
697;SK0232502499;Lontov;Lontov;Lontov
698;SK0232502502;Lula;Lula;Lula
699;SK0232502511;Malas;Malas;Malas
700;SK0232502537;Male Ludince;Male Ludince;Male Ludince
701;SK0232502570;Mytne Ludany;Mytne Ludany;Mytne Ludany
702;SK0232502588;Nova Dedina;Nova Dedina;Nova Dedina
703;SK0232502596;Novy Tekov;Novy Tekov;Novy Tekov
704;SK0232502600;Nyrovce;Nyrovce;Nyrovce
705;SK0232502618;Ondrejovce;Ondrejovce;Ondrejovce
706;SK0232502626;Pastovce;Pastovce;Pastovce
707;SK0232502634;Pecenice;Pecenice;Pecenice
708;SK0232502642;Plastovce;Plastovce;Plastovce
709;SK0232502651;Plave Vozokany;Plave Vozokany;Plave Vozokany
710;SK0232502669;Podluzany;Podluzany;Podluzany
711;SK0232502677;Pohronsky Ruskov;Pohronsky Ruskov;Pohronsky Ruskov
712;SK0232502693;Pukanec;Pukanec;Pukanec
713;SK0232502707;Rybnik;Rybnik;Rybnik
714;SK0232502715;Santovka;Santovka;Santovka
715;SK0232502723;Sazdice;Sazdice;Sazdice
716;SK0232502731;Sikenica;Sikenica;Sikenica
717;SK0232502740;Slatina;Slatina;Slatina
718;SK0232502758;Stary Hradok;Stary Hradok;Stary Hradok
719;SK0232502766;Stary Tekov;Stary Tekov;Stary Tekov
720;SK0232502782;Sahy;Sahy;Sahy
721;SK0232502791;Salov;Salov;Salov
722;SK0232502804;Sarovce;Sarovce;Sarovce
723;SK0232502812;Tehla;Tehla;Tehla
724;SK0232502821;Tekovske Luzany;Tekovske Luzany;Tekovske Luzany
725;SK0232502847;Tekovsky Hradok;Tekovsky Hradok;Tekovsky Hradok
726;SK0232502863;Tlmace;Tlmace;Tlmace
727;SK0232502871;Tupa;Tupa;Tupa
728;SK0232502880;Tura;Tura;Tura
729;SK0232502898;Uhliska;Uhliska;Uhliska
730;SK0232502910;Velke Ludince;Velke Ludince;Velke Ludince
731;SK0232502928;Velke Turovce;Velke Turovce;Velke Turovce
732;SK0232502936;Velky Dur;Velky Dur;Velky Dur
733;SK0232502944;Vyskovce nad Iplom;Vyskovce nad Iplom;Vyskovce nad Iplom
734;SK0232502952;Vysne nad Hronom;Vysne nad Hronom;Vysne nad Hronom
735;SK0232502961;Zalaba;Zalaba;Zalaba
736;SK0232502979;Zbrojniky;Zbrojniky;Zbrojniky
737;SK0232502987;Zeliezovce;Zeliezovce;Zeliezovce
738;SK0232502995;Zemberovce;Zemberovce;Zemberovce
739;SK0232503002;Zemliare;Zemliare;Zemliare
740;SK0232545350;Hontianske Trstany;Hontianske Trstany;Hontianske Trstany
741;SK0232555843;Cata;Cata;Cata
742;SK0232556777;Jesenske;Jesenske;Jesenske
743;SK0232580937;Bohunice;Bohunice;Bohunice
744;SK0232581135;Male Kozmalovce;Male Kozmalovce;Male Kozmalovce
745;SK0232581160;Velke Kozmalovce;Velke Kozmalovce;Velke Kozmalovce
746;SK0232581895;Hrkovce;Hrkovce;Hrkovce
747;SK0233500011;Nitra;Nitra;Nitra
748;SK0233500020;Aleksince;Aleksince;Aleksince
749;SK0233500046;Bab;Bab;Bab
750;SK0233500071;Branc;Branc;Branc
751;SK0233500101;Cakajovce;Cakajovce;Cakajovce
752;SK0233500135;Celadice;Celadice;Celadice
753;SK0233500160;Cifare;Cifare;Cifare
754;SK0233500194;Dolne Obdokovce;Dolne Obdokovce;Dolne Obdokovce
755;SK0233500232;Golianovo;Golianovo;Golianovo
756;SK0233500313;Hrubonovo;Hrubonovo;Hrubonovo
757;SK0233500356;Jarok;Jarok;Jarok
758;SK0233500372;Jelenec;Jelenec;Jelenec
759;SK0233500381;Jelsovce;Jelsovce;Jelsovce
760;SK0233500399;Kapince;Kapince;Kapince
761;SK0233500402;Klasov;Klasov;Klasov
762;SK0233500411;Kolinany;Kolinany;Kolinany
763;SK0233500453;Lehota;Lehota;Lehota
764;SK0233500470;Lucnica nad Zitavou;Lucnica nad Zitavou;Lucnica nad Zitavou
765;SK0233500488;Lukacovce;Lukacovce;Lukacovce
766;SK0233500518;Velke Chyndice;Velke Chyndice;Velke Chyndice
767;SK0233500534;Male Zaluzie;Male Zaluzie;Male Zaluzie
768;SK0233500569;Melek;Melek;Melek
769;SK0233500577;Mojmirovce;Mojmirovce;Mojmirovce
770;SK0233500631;Nova Ves nad Zitavou;Nova Ves nad Zitavou;Nova Ves nad Zitavou
771;SK0233500640;Nove Sady;Nove Sady;Nove Sady
772;SK0233500666;Pana;Pana;Pana
773;SK0233500674;Podhorany;Podhorany;Podhorany
774;SK0233500682;Pohranice;Pohranice;Pohranice
775;SK0233500691;Polny Kesov;Polny Kesov;Polny Kesov
776;SK0233500704;Risnovce;Risnovce;Risnovce
777;SK0233500712;Rumanova;Rumanova;Rumanova
778;SK0233500780;Surianky;Surianky;Surianky
779;SK0233500798;Tajna;Tajna;Tajna
780;SK0233500844;Velka Dolina;Velka Dolina;Velka Dolina
781;SK0233500887;Velke Zaluzie;Velke Zaluzie;Velke Zaluzie
782;SK0233500895;Velky Cetin;Velky Cetin;Velky Cetin
783;SK0233500917;Vinodol;Vinodol;Vinodol
784;SK0233500933;Vrable;Vrable;Vrable
785;SK0233500941;Vycapy-Opatovce;Vycapy-Opatovce;Vycapy-Opatovce
786;SK0233500950;Zbehy;Zbehy;Zbehy
787;SK0233500992;Zirany;Zirany;Zirany
788;SK0233501018;Zitavce;Zitavce;Zitavce
789;SK0233545589;Cabaj-Capor;Cabaj-Capor;Cabaj-Capor
790;SK0233545635;Horne Lefantovce;Horne Lefantovce;Horne Lefantovce
791;SK0233555851;Maly Lapas;Maly Lapas;Maly Lapas
792;SK0233555860;Velky Lapas;Velky Lapas;Velky Lapas
793;SK0233555886;Cechynce;Cechynce;Cechynce
794;SK0233555908;Maly Cetin;Maly Cetin;Maly Cetin
795;SK0233555959;Hostova;Hostova;Hostova
796;SK0233555967;Telince;Telince;Telince
797;SK0233555991;Svatoplukovo;Svatoplukovo;Svatoplukovo
798;SK0233556696;Nitrianske Hrnciarovce;Nitrianske Hrnciarovce;Nitrianske Hrnciarovce
799;SK0233556785;Male Chyndice;Male Chyndice;Male Chyndice
800;SK0233558320;Ivanka pri Nitre;Ivanka pri Nitre;Ivanka pri Nitre
801;SK0233580899;Luzianky;Luzianky;Luzianky
802;SK0233581097;Ludovitova;Ludovitova;Ludovitova
803;SK0233581623;Babindol;Babindol;Babindol
804;SK0233581691;Stefanovicova;Stefanovicova;Stefanovicova
805;SK0233582387;Cab;Cab;Cab
806;SK0233582425;Dolne Lefantovce;Dolne Lefantovce;Dolne Lefantovce
807;SK0233582697;Badice;Badice;Badice
808;SK0233582719;Stitare;Stitare;Stitare
809;SK0234503011;Nove Zamky;Nove Zamky;Nove Zamky
810;SK0234503029;Andovce;Andovce;Andovce
811;SK0234503037;Bajtava;Bajtava;Bajtava
812;SK0234503045;Banov;Banov;Banov
813;SK0234503053;Bardonovo;Bardonovo;Bardonovo
814;SK0234503061;Bela;Bela;Bela
815;SK0234503070;Besenov;Besenov;Besenov
816;SK0234503088;Bina;Bina;Bina
817;SK0234503096;Branovo;Branovo;Branovo
818;SK0234503100;Bruty;Bruty;Bruty
819;SK0234503118;Cechy;Cechy;Cechy
820;SK0234503126;Cernik;Cernik;Cernik
821;SK0234503134;Dedinka;Dedinka;Dedinka
822;SK0234503151;Dolny Ohaj;Dolny Ohaj;Dolny Ohaj
823;SK0234503169;Dubnik;Dubnik;Dubnik
824;SK0234503177;Dvory nad Zitavou;Dvory nad Zitavou;Dvory nad Zitavou
825;SK0234503185;Gbelce;Gbelce;Gbelce
826;SK0234503193;Hul;Hul;Hul
827;SK0234503207;Chlaba;Chlaba;Chlaba
828;SK0234503215;Jasova;Jasova;Jasova
829;SK0234503223;Jatov;Jatov;Jatov
830;SK0234503231;Kamenica nad Hronom;Kamenica nad Hronom;Kamenica nad Hronom
831;SK0234503240;Kamenin;Kamenin;Kamenin
832;SK0234503258;Kamenny Most;Kamenny Most;Kamenny Most
833;SK0234503266;Kmetovo;Kmetovo;Kmetovo
834;SK0234503274;Kolta;Kolta;Kolta
835;SK0234503282;Komjatice;Komjatice;Komjatice
836;SK0234503291;Komoca;Komoca;Komoca
837;SK0234503312;Lela;Lela;Lela
838;SK0234503321;Lipova;Lipova;Lipova
839;SK0234503339;Luba;Luba;Luba
840;SK0234503347;Mala nad Hronom;Mala nad Hronom;Mala nad Hronom
841;SK0234503355;Male Kosihy;Male Kosihy;Male Kosihy
842;SK0234503363;Mana;Mana;Mana
843;SK0234503371;Michal nad Zitavou;Michal nad Zitavou;Michal nad Zitavou
844;SK0234503380;Velky Kyr;Velky Kyr;Velky Kyr
845;SK0234503398;Mojzesovo;Mojzesovo;Mojzesovo
846;SK0234503401;Muzla;Muzla;Muzla
847;SK0234503436;Nova Vieska;Nova Vieska;Nova Vieska
848;SK0234503452;Palarikovo;Palarikovo;Palarikovo
849;SK0234503479;Podhajska;Podhajska;Podhajska
850;SK0234503487;Pozba;Pozba;Pozba
851;SK0234503495;Radava;Radava;Radava
852;SK0234503509;Rastislavice;Rastislavice;Rastislavice
853;SK0234503517;Ruban;Ruban;Ruban
854;SK0234503525;Salka;Salka;Salka
855;SK0234503533;Semerovo;Semerovo;Semerovo
856;SK0234503541;Sikenicka;Sikenicka;Sikenicka
857;SK0234503550;Strekov;Strekov;Strekov
858;SK0234503568;Svodin;Svodin;Svodin
859;SK0234503576;Sarkan;Sarkan;Sarkan
860;SK0234503584;Sturovo;Sturovo;Sturovo
861;SK0234503592;Surany;Surany;Surany
862;SK0234503606;Travnica;Travnica;Travnica
863;SK0234503614;Tvrdosovce;Tvrdosovce;Tvrdosovce
864;SK0234503631;Velke Lovce;Velke Lovce;Velke Lovce
865;SK0234503649;Zemne;Zemne;Zemne
866;SK0234556025;Vlkas;Vlkas;Vlkas
867;SK0234556033;Pavlova;Pavlova;Pavlova
868;SK0234556050;Ulany nad Zitavou;Ulany nad Zitavou;Ulany nad Zitavou
869;SK0234556092;Nana;Nana;Nana
870;SK0234582361;Obid;Obid;Obid
871;SK0235500241;Hajske;Hajske;Hajske
872;SK0235500739;Mocenok;Mocenok;Mocenok
873;SK0235503711;Diakovce;Diakovce;Diakovce
874;SK0235503720;Dlha nad Vahom;Dlha nad Vahom;Dlha nad Vahom
875;SK0235503886;Kralova nad Vahom;Kralova nad Vahom;Kralova nad Vahom
876;SK0235503932;Neded;Neded;Neded
877;SK0235503991;Selice;Selice;Selice
878;SK0235504025;Sala;Sala;Sala
879;SK0235504068;Tesedikovo;Tesedikovo;Tesedikovo
880;SK0235504092;Trnovec nad Vahom;Trnovec nad Vahom;Trnovec nad Vahom
881;SK0235504165;Vlcany;Vlcany;Vlcany
882;SK0235504190;Ziharec;Ziharec;Ziharec
883;SK0235555878;Horna Kralova;Horna Kralova;Horna Kralova
884;SK0236504998;Topolcany;Topolcany;Topolcany
885;SK0236505021;Lipovnik;Lipovnik;Lipovnik
886;SK0236505048;Ludanice;Ludanice;Ludanice
887;SK0236505064;Luzany;Luzany;Luzany
888;SK0236505137;Male Ripnany;Male Ripnany;Male Ripnany
889;SK0236505226;Nemecky;Nemecky;Nemecky
890;SK0236505234;Nitrianska Blatnica;Nitrianska Blatnica;Nitrianska Blatnica
891;SK0236505242;Nitrianska Streda;Nitrianska Streda;Nitrianska Streda
892;SK0236505251;Norovce;Norovce;Norovce
893;SK0236505285;Oponice;Oponice;Oponice
894;SK0236505340;Podhradie;Podhradie;Podhradie
895;SK0236505374;Prasice;Prasice;Prasice
896;SK0236505404;Preselany;Preselany;Preselany
897;SK0236505421;Radosina;Radosina;Radosina
898;SK0236505439;Rajcany;Rajcany;Rajcany
899;SK0236505498;Solcany;Solcany;Solcany
900;SK0236505510;Sulovce;Sulovce;Sulovce
901;SK0236505536;Salgovce;Salgovce;Salgovce
902;SK0236505561;Tesare;Tesare;Tesare
903;SK0236505617;Tvrdomestice;Tvrdomestice;Tvrdomestice
904;SK0236505641;Urmince;Urmince;Urmince
905;SK0236505676;Velke Dvorany;Velke Dvorany;Velke Dvorany
906;SK0236505714;Velke Ripnany;Velke Ripnany;Velke Ripnany
907;SK0236505749;Velusovce;Velusovce;Velusovce
908;SK0236505757;Vozokany;Vozokany;Vozokany
909;SK0236505773;Zavada;Zavada;Zavada
910;SK0236542661;Belince;Belince;Belince
911;SK0236542695;Biskupova;Biskupova;Biskupova
912;SK0236542709;Blesovce;Blesovce;Blesovce
913;SK0236542717;Bojna;Bojna;Bojna
914;SK0236542792;Cermany;Cermany;Cermany
915;SK0236542881;Hajna Nova Ves;Hajna Nova Ves;Hajna Nova Ves
916;SK0236542938;Horne Obdokovce;Horne Obdokovce;Horne Obdokovce
917;SK0236542954;Horne Stitare;Horne Stitare;Horne Stitare
918;SK0236542971;Hrusovany;Hrusovany;Hrusovany
919;SK0236543039;Kamanova;Kamanova;Kamanova
920;SK0236543063;Koniarovce;Koniarovce;Koniarovce
921;SK0236543071;Kovarce;Kovarce;Kovarce
922;SK0236543101;Krnca;Krnca;Krnca
923;SK0236543110;Krtovce;Krtovce;Krtovce
924;SK0236556149;Krusovce;Krusovce;Krusovce
